Estacion;NombreEstacion;longitud2;latitud2;altitud;anio;ene;feb;mar;abr;may;jun;jul;ago;sep;oct;nov;dic
M0377;TISALEO;-78,67027778;-1,348333333;3266;1969;25,8;30,1;122,6;114,6;60,6;82,2;35;71;36;78;87,5;45,9
M0377;TISALEO;-78,67027778;-1,348333333;3266;1970;45,8;95;57,7;57,5;98,5;77,8;54,4;50,4;45,9;34;56,7;40,1
M0377;TISALEO;-78,67027778;-1,348333333;3266;1971;66,1;34,8;90,6;69,6;48,6;78,5;58,1;;101,2;117;91,6;41,3
M0377;TISALEO;-78,67027778;-1,348333333;3266;1972;98,9;76,9;82,1;77,1;54,3;95,4;82,7;32,4;43,9;27,7;58,6;39,7
M0377;TISALEO;-78,67027778;-1,348333333;3266;1973;37,7;63,3;47;106,6;84,7;41,3;78,6;65;101,3;40;28,4;31
M0377;TISALEO;-78,67027778;-1,348333333;3266;1974;41,3;66,2;82,3;34,5;106,6;47,3;74,1;32,3;51,7;57,6;99,5;43,9
M0377;TISALEO;-78,67027778;-1,348333333;3266;1975;25,3;76,4;56,5;71,7;65,8;122,5;95,3;88,9;70,2;111,6;53,2;42,9
M0377;TISALEO;-78,67027778;-1,348333333;3266;1976;48,1;58;52,7;85,9;80,3;90,6;78,7;42,5;41,9;28,9;55,2;34,8
M0377;TISALEO;-78,67027778;-1,348333333;3266;1977;7,9;59,9;94,9;72,6;34,5;98,8;36,5;79,3;108,2;46,5;23,7;23,4
M0377;TISALEO;-78,67027778;-1,348333333;3266;1978;23,2;42,6;111,2;119,8;58,7;99,5;37,8;49,1;62,5;12,9;31,6;24
M0377;TISALEO;-78,67027778;-1,348333333;3266;1979;23,7;29,9;88,3;91,7;64,8;47,8;34,3;46,5;60,9;30;51,4;40,8
M0377;TISALEO;-78,67027778;-1,348333333;3266;1980;53,5;68,6;42,5;92,5;50,5;67,1;40,7;42,1;29,6;83,4;45,2;18,6
M0377;TISALEO;-78,67027778;-1,348333333;3266;1981;17,4;79,7;63,6;70,5;56,6;52,5;75,6;34;25,3;62,3;43,7;41,6
M0377;TISALEO;-78,67027778;-1,348333333;3266;1982;67,1;22,8;34;85,9;81,4;45,1;69,2;40,9;33,3;53,7;62,2;93,9
M0377;TISALEO;-78,67027778;-1,348333333;3266;1983;38,3;74,9;63,4;138,9;103,1;31,9;31,1;27,9;65,9;165;;59
M0377;TISALEO;-78,67027778;-1,348333333;3266;1984;52,9;46,7;97,9;126,7;85,8;78,9;55,7;24,1;165,2;62,3;71,2;39,4
M0377;TISALEO;-78,67027778;-1,348333333;3266;1985;11,4;23,1;30,6;61,3;148,9;47,5;50,4;56,9;57,8;26,8;26;31,6
M0377;TISALEO;-78,67027778;-1,348333333;3266;1986;12,8;38,3;30,6;71,3;66,1;54,8;65,2;57,2;71,4;65,1;25,9;29
M0377;TISALEO;-78,67027778;-1,348333333;3266;1987;24,4;88,7;83;121,6;75,2;33,3;44,2;45,7;43,5;;19,8;
M0377;TISALEO;-78,67027778;-1,348333333;3266;1988;34,4;119,5;65,8;95,7;93,7;70,1;85,9;64,6;52,2;97,3;110,2;24,6
M0377;TISALEO;-78,67027778;-1,348333333;3266;1989;70,4;59,1;141,1;50,6;93;148,2;65,1;23,8;59,2;66,6;32,8;10,7
M0377;TISALEO;-78,67027778;-1,348333333;3266;1990;31,6;47;46,9;62,3;70,3;70,1;49;;32,4;114,6;45,5;45,3
M0377;TISALEO;-78,67027778;-1,348333333;3266;1991;25,8;24,4;63,3;64,2;75,3;71,6;55,2;61,9;26,5;39,6;109,4;21,1
M0377;TISALEO;-78,67027778;-1,348333333;3266;1992;13,4;48,6;87,5;69,4;49,8;44,2;56;26,5;55;25,7;91,3;15,2
M0377;TISALEO;-78,67027778;-1,348333333;3266;1993;49,7;64;136,2;81,1;76,1;41,8;78,7;48;47,8;51;59,1;42,6
M0377;TISALEO;-78,67027778;-1,348333333;3266;1994;82,6;50,3;64,1;123;77,3;80;81;67,3;41,4;49,6;73,7;123,1
M0377;TISALEO;-78,67027778;-1,348333333;3266;1995;36,9;4,1;41,1;72,9;70,8;60,1;106,4;47,9;42,1;25,7;70,2;46,3
M0377;TISALEO;-78,67027778;-1,348333333;3266;1996;70,3;99,7;79,6;75,2;81,3;65,2;41,1;47,2;57,4;38,4;45,1;39,8
M0377;TISALEO;-78,67027778;-1,348333333;3266;1997;48,2;56,6;73,7;38,2;64,9;65,4;80,3;46,5;42,6;43,9;144,4;50
M0377;TISALEO;-78,67027778;-1,348333333;3266;1998;34,1;52,4;46,8;103,2;137,4;81,8;70,3;;26,9;64,9;26,3;20,4
M0377;TISALEO;-78,67027778;-1,348333333;3266;1999;53,8;102,9;72,4;105;69,2;98;40,3;64;110,5;29,9;49,3;136,6
M0377;TISALEO;-78,67027778;-1,348333333;3266;2000;57,9;97,7;79,6;89,6;228,8;96,4;36,7;63,9;57,1;26,8;17,3;77,1
M0377;TISALEO;-78,67027778;-1,348333333;3266;2001;49,1;0;89,3;;53,1;74,5;56;36,3;51,7;22,3;106,4;58,5
M0377;TISALEO;-78,67027778;-1,348333333;3266;2002;31,8;43,2;82,1;94,9;82,1;66,3;44,4;38;;77,9;77,1;25,5
M0377;TISALEO;-78,67027778;-1,348333333;3266;2003;46,6;35,3;63,8;65,6;67,5;80;43,3;22,3;30,5;74,3;36,8;94,5
M0377;TISALEO;-78,67027778;-1,348333333;3266;2004;8,5;58,4;60,8;110,9;108,4;55,2;67,8;37,9;46,1;44;89,6;71,9
M0377;TISALEO;-78,67027778;-1,348333333;3266;2005;19,3;113,7;101,4;115,4;54,8;813,8;427,8;326,3;28,1;37,1;56,1;107,7
M0377;TISALEO;-78,67027778;-1,348333333;3266;2006;55,6;50,3;64,4;99,6;77,1;83,2;24,8;33,7;52,6;123,9;;
M0377;TISALEO;-78,67027778;-1,348333333;3266;2007;123,9;18,5;95,8;117,4;79,6;174,9;36,9;;;;;
M0377;TISALEO;-78,67027778;-1,348333333;3266;2009;;;;;;90,5;66,4;32,6;19,8;84,8;28,8;14,7
M0377;TISALEO;-78,67027778;-1,348333333;3266;2010;21,4;44;49,2;118;91,3;92,3;58,2;54,1;59,3;21,2;111,1;36,6
M0377;TISALEO;-78,67027778;-1,348333333;3266;2011;44,2;105,5;62,6;141,3;68,7;70,1;58;47,7;44,7;12;48,6;53
M0377;TISALEO;-78,67027778;-1,348333333;3266;2012;62,4;62;39,7;91,4;58,8;28,3;32,9;53,1;32,8;71,5;62,4;36,3
M0377;TISALEO;-78,67027778;-1,348333333;3266;2013;31,9;88,8;55,4;46,5;85,8;45,3;55,7;34,9;32,4;55,1;52,9;28,7
M0377;TISALEO;-78,67027778;-1,348333333;3266;2014;60,6;17,7;61,7;51,2;99,9;47,6;48,5;64,1;43,9;56,6;28,1;43,5
M0377;TISALEO;-78,67027778;-1,348333333;3266;2015;34,2;36,7;73,1;48,3;47,2;105,3;96,6;32,5;28,7;44,3;64,6;27,5
M0377;TISALEO;-78,67027778;-1,348333333;3266;2016;24,8;47,2;69,7;103,8;55,4;78,7;;22,1;60,2;34,6;50,4;39,1
M0377;TISALEO;-78,67027778;-1,348333333;3266;2017;;;;72,2;90;104,6;46,8;42,5;29,7;25;53,1;85,4
M0377;TISALEO;-78,67027778;-1,348333333;3266;2018;61,6;34,9;44,4;58,6;81,5;36,8;33,1;39,4;43,1;23,4;89,8;61,8
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1964;;;;;;64,9;214,6;445,8;319,7;110,6;92,4;65,7
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1965;120,4;112,2;299,1;345,8;412,7;491,8;432;334,8;;151,3;236,6;203,7
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1966;228,9;173,5;409,9;237,7;300,7;240,9;373;255,6;325,1;108;93;238,6
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1967;248,5;118,1;126,6;253,6;186,9;379,6;439,5;386,7;293,5;183,1;55,4;200,1
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1968;263,6;149,8;104,5;252,5;161,3;332,4;477,9;173,1;182,6;153,8;85,7;74,3
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1969;105,6;156,3;240,7;280,1;290,3;313,3;275,3;440,3;224,9;131,3;137,4;164,2
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1970;189,3;291,2;332,8;256;387,6;333,5;591,3;237,1;297,8;171,8;85,6;185,9
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1971;184,2;135,8;186,6;136,9;295,8;440,4;302,9;475,3;267,3;135,9;84,5;154,5
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1972;222,7;180,8;151;189,9;398,4;401,4;638,3;203,3;331,9;148,7;243,2;151,1
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1973;285,4;120,7;288,6;242,4;331,7;310,9;449,4;401,9;281,3;142,5;230,2;74,6
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1974;87;353,6;147,8;211,2;515;393,6;555,7;407,1;302,3;244,5;344,7;188,5
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1975;230,1;234,7;256,5;311,6;292,5;407,9;388,7;403,3;439,6;299,3;179,1;117,1
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1976;190,3;169,4;256,8;433,3;303,7;530,9;613,5;283,1;238,6;137,3;146,9;122,3
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1977;134,5;288,9;334,3;300,6;297,6;448,3;330;336,8;298,7;193,3;138,5;258,6
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1978;151,8;263,7;271,7;373,8;149,8;361,8;218,5;248,7;170,7;118,3;87,2;72,1
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1979;73,6;64,7;194,2;261,2;217,6;;276,4;184,7;138,3;87,9;171,3;199,9
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1980;146,9;65;273,1;318;266,9;420,7;420,6;861,4;522,3;235,9;175,8;98,5
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1981;129,1;495,3;183,4;342,4;172,9;413,2;494,7;272,3;258,3;167,1;62,7;399,4
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1982;162,1;95,2;179;455,1;635,9;525,8;468,4;472,2;245,5;121,1;124,4;282,9
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1983;158;172;136;468,3;366,9;271,3;274,3;238,1;430,8;201;145;135,7
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1984;114,4;301,3;213,2;213,2;206;380,7;290,3;241,8;318,2;158,5;110,9;171,7
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1985;117;155,6;172,9;134,9;283,6;708,1;286,6;329;304,8;181,8;138,7;129,6
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1986;100,1;101,3;200,5;373,9;211,1;365,4;534,7;335,2;309,4;213,4;152;285
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1987;106,1;395,9;92,8;350,8;265,1;447,7;303,1;361,3;192,4;230,9;77,1;219,7
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1988;111,6;262,1;135,8;223,2;410,7;324,7;402,2;267,4;194,6;219,3;184,8;108,6
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1989;248;192;62,8;158,2;430,6;547,6;432,3;283,2;249,3;185,9;166,1;52,6
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1990;298,7;185,1;450,9;212,4;406;614,8;459,9;341,9;248,3;308,1;216,8;161
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1991;103,6;207,4;140,1;244,4;282,2;433,5;450,7;200,5;174,3;206,8;185,3;110,2
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1992;125,9;140,5;176,6;;170,5;318,9;340,2;253,6;262,9;161,7;67,1;193,7
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1993;174,3;146,9;306,7;310;404,8;446,2;635,4;365,5;469;127,4;129;109
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1994;162,7;131,9;190,3;235,5;275,4;504,4;398,9;353,7;216,7;161,2;182,7;410,5
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1995;146,1;95,6;159,9;215,8;357,3;409,6;403,8;169,1;213,4;104,3;65,7;99,5
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1996;185,5;99,8;107,2;286,8;228,3;309,1;200,1;189,9;167,3;87,1;87,7;
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1997;30,6;468,7;179,5;177,4;;76,5;;336,1;46,9;137,7;189,2;143,1
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1998;162,8;236,4;184,6;233,2;180,6;412,3;308,7;;73,7;310,7;;213,5
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;1999;386,7;133,9;143,5;406,9;311,4;262,3;269;393,9;212;;;
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2000;103,6;172,8;266,8;243;367,4;521,9;190,9;;178,4;58,5;;
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2001;343,4;170,5;;665,2;254,4;355,1;197,3;151,2;281,6;33,6;149,4;109,8
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2002;;145,8;;112,7;115,1;;;;95,6;;;
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2003;;;;113,5;;;153;;;;;
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2004;;;;36,3;134,4;;;;;;;
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2006;;;;;;319,1;262,7;251,5;239,8;120;132,7;202
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2007;225,6;53,5;279,9;331,4;430,5;566,6;220,9;413,7;188,6;140,1;254,4;147,1
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2008;199,8;164,9;202,7;285,9;331,6;348,5;448;203,6;215,8;206,2;159,1;106,8
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2009;220,4;161,8;117,2;324,9;250,6;378,9;387,4;284,4;162,3;137,5;120,6;125,7
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2010;99,3;209,6;219;316,9;355,8;346,1;252,2;143,4;178,5;157,2;113,1;224
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2011;185,1;86,6;136,9;224,3;280;323,2;380,1;247,3;256,1;89,3;113,5;227,9
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2012;224,1;147,2;311,1;192,4;363,8;348,8;465,2;305,7;196,5;169,5;82,1;219,5
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2013;153,2;239,7;301,7;210;236,5;438,1;452,4;305,9;217,2;170,9;121,1;162,6
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2014;170,2;120,9;242,9;302,1;282,2;337,5;368,3;294,5;142,6;237,5;100;153,1
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2015;211;111,1;392,7;423,4;270,8;657,7;452,1;316,9;155,4;274,8;180,3;306,5
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2016;100,3;351,4;351,7;408,5;283;476,8;298,2;179,3;195,1;130,9;152,7;90
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2017;102,7;231,2;300;215,7;319,7;319,8;336,3;303,9;278,3;245,1;191,8;205
M0378;RIO VERDE;-78,29527778;-1,401111111;1529;2018;163;60,2;;266,7;383,7;297,3;;;;;;
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1964;;;;;;;300,9;522;407,6;268,5;206,2;206,2
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1965;196,5;192,2;442;225,4;436;614,7;476,1;324,7;353,9;275,5;324,8;235,5
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1966;313;194,1;424,9;245,4;532,9;292,9;425,5;155;492,9;234,5;291,6;141,6
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1967;220,3;213,4;217,6;344,4;168,8;287,5;197,8;241,8;138,3;255,2;45,6;132,2
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1968;249,2;201,4;211,6;267,7;317,3;301,5;245,7;127,9;90,5;258,4;208,1;154,3
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1969;365,2;469,2;541,6;492,4;525,7;601,4;279,2;501,4;304;267,4;289,7;321,5
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1970;352,3;550,1;524,3;510,9;752,9;672,3;806,1;226,8;294,8;477,7;347,6;480,4
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1971;250,6;172,6;243,4;249,7;543,4;582,6;505,6;389,2;247,1;289;184;237,9
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1972;303;211,1;256,5;281,1;380,5;596,6;449;194,4;447;198,4;;189,3
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1973;316,6;120,5;289,7;314,2;415,3;481,9;315,1;512,7;452,7;132,7;250,5;142,1
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1974;61,6;317,3;121,3;105,1;224,4;308,5;374,6;259,2;169,2;141,6;187,9;249,1
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1975;254,9;139,9;220,1;294;427,3;470,1;298;366,3;;222,9;260,9;88,2
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1976;232,8;141,7;297,5;433,5;587,4;422;453,9;325,5;205,4;84;199,8;84,9
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1977;119,9;327,2;318,3;226;402,4;539,5;512,2;178,7;376,4;290,6;192,3;209,4
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1978;186,2;258,8;376,9;446,2;363,9;493;315,1;420,8;396,4;277;251,5;194,7
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1979;214;158,9;324,9;413,4;432,5;327,3;342,3;386;365,5;190,4;256;284,2
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1980;239,6;104;276,2;381,7;296,3;;;;;;;
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1981;84,9;258,3;200,8;202,4;203,6;682,7;400,2;419,9;251;244,1;146,8;470
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1982;230;128,9;325;474,9;313,7;377,9;325,9;371,5;361,9;301,1;278,6;242,6
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1983;253,5;215,5;197,7;405,6;503,6;365,8;354,9;323,8;351,4;359,7;;
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1984;267,1;370,4;404,1;296,3;362,7;474,7;422,5;432,9;589,8;;;263,4
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1985;222,1;150;237,6;334,7;545,3;544;367,7;472;447,6;242,4;235,7;287,7
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1986;;;;;;;592,6;386,1;480,6;305,2;113,8;266,4
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1987;147,4;219,8;76,9;;;;;;;;;
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1988;83,5;;;;;;;;;;;
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1989;360,3;205,1;72,5;141,3;598,6;951,8;606,7;537,4;448;430,9;259,9;70,9
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1990;336,8;280,6;543,8;481,6;510,4;751,7;;;;;;
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1991;;;;;;;;;;;371,1;
M0379;EL TOPO-TUNGURAHUA;-78,19111111;-1,403611111;1270;1992;153,2;;277,2;336,4;333,3;412,3;345,9;288,9;413,3;229;236,9;116
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1964;;;;;;;;102,4;149,9;36,5;31;34,2
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1965;36,5;13,6;45,8;41,4;111,1;157,6;154,3;106,6;39;88,9;54;32,1
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1966;38,9;67,1;101,4;84,8;66,3;69,9;112;43,6;87,7;43,4;68,5;155,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1967;54;92,8;65;36,7;39,5;189,9;177,5;84,3;88,3;108,9;51,2;54,7
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1968;75,6;39;89,1;53,8;22,4;113,6;129,9;27,3;70,2;58,6;7,4;9,9
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1969;27,5;30,8;119,3;122,3;109,4;121,1;84,3;119,1;74,9;84,3;129,6;51,9
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1970;79,2;121,2;103,2;32,3;146,8;122,9;103;97,6;51,6;50;;39,7
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1971;49;38,3;71,8;84,9;59,3;118;81,1;162,6;60;61,9;29,2;36
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1972;54,7;74,9;75,1;92,2;57,6;;;;;;;
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1973;;;;;;;;;;171;191,3;42,1
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1974;40,8;91,7;51,5;54,6;131;149,5;206;72;125;79;83;100
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1975;43;42;48;83;90,6;193,2;109,6;99,3;88,5;107,1;55,7;25,1
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1976;46,2;35,3;66,2;93,7;96,8;148,7;139;83,1;41,9;129,8;49,4;25,2
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1977;13,3;103,5;69,3;94,5;60;157,6;63,7;125,6;108,7;57,6;71,3;25,8
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1978;43,8;90,5;121,1;116,4;64,6;149,7;68,1;69,2;69,7;8,1;2,8;16,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1979;33,8;15;80,8;89,5;51;43,7;44,3;74,7;91,4;32,5;62,1;34,4
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1980;23,4;20;50,2;92,5;69,5;80;69,1;70,4;41,8;87,8;73,8;8,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1981;51,3;53,8;66,8;42,7;60,7;65,5;108,3;56,9;10,7;58;39,6;40,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1982;53,6;22,7;46;90,6;90,9;70,1;123,1;62,7;29,2;40;73;70,7
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1983;21,5;80;40,9;117,7;123,3;43,5;42;110,7;147,5;52;2,5;38
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1984;43,9;50,3;110;92,5;97,5;192,3;100,5;38;168;38;20;45
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1985;14;19;18;50,5;260;103,7;176;47,4;50,4;29,5;26,1;49,3
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1986;27,9;5;30,6;45,8;9;213,5;62,2;31,5;26;16;30;23,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1987;77;41,5;15;31;6;50;32;22,9;26;39;;18
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1988;24,2;;50;23;31;17,5;37;56;40,3;36,5;38;21
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1989;20;32;143,6;185,6;154,7;999,4;949,1;425;360,8;158,8;13;0
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1990;224,7;15;104,2;55,3;49,7;144,6;7,3;288,1;20,6;16,6;128,1;47,8
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1991;10,2;6;8,3;20,6;25,2;34,2;38;30,8;8,4;11;25,5;4,6
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1992;1,2;8,1;9,1;22,5;10,9;25,9;29,5;22;56,9;64,3;16,6;0
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1993;63,5;13,2;37,1;23,8;32;24,9;124,8;82,7;47,2;81,9;16,2;17,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1994;59,8;43;69,3;114,9;65,1;144,7;124;73;31,7;55;58,3;62,3
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1995;32,7;1,2;37,2;82,8;144,7;183;113,6;68,3;29,6;28,8;48;44,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1996;102,5;84,1;45,2;81;100,4;91,5;98;38,7;53,7;26,2;7;53,4
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1997;43,6;66,7;79,2;37,4;90,7;95,4;124,3;130,8;40,3;32,5;115,5;23,2
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1998;39,3;58,2;39;134,9;122,3;110,1;64;61;48,7;63,7;0;33,3
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;1999;59,2;72,6;56;138;71,8;99,5;56,4;45,8;128,5;32,4;42,8;107,7
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2000;43,9;97,2;82,9;123,8;239,5;167,3;47,5;93,5;46,4;32,8;16,8;52,7
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2001;34,9;78,7;65,5;103,8;84,2;97,1;73,7;57,7;62,4;37,9;32,3;51,1
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2002;32,2;44,2;29,2;84,2;97;148,1;107,6;69,5;18,8;94,2;75,6;20,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2003;49;53;59,7;54,4;56,8;122,4;115,2;21,7;32,6;218,4;155,1;45,3
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2004;0;49,6;204,6;214,1;134,7;72,2;98,8;137,9;45,3;47,9;222,2;34,2
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2005;38,3;71,3;72,6;125,3;43,7;63,3;41,4;32;22,9;36,9;24,5;101,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2006;38,6;34,6;39,7;48,8;56,8;128,2;39,4;44,5;54,4;22,5;77,8;58,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2007;84,2;14,7;45,7;109,7;108,4;173,1;23,9;138,7;46,2;25,7;74,1;55,2
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2008;48,3;86,7;57,7;63,1;101,5;88,4;97,1;52,2;43,4;86,2;47,2;35,1
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2009;58;50,9;26,3;65,5;54,6;79,6;87,4;31,7;20;30,2;12,4;22,3
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2010;28,3;52,1;50,2;74,6;80;92;10,8;60;24,5;32,5;90,1;62,5
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2011;49,3;61,9;48,4;45,1;88,6;85,9;109,6;101;70,1;19,6;52,4;58,1
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2012;104,2;37,3;66;87,8;81,4;66,9;97,8;74,5;35,2;37,4;24,1;37,4
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2013;37,2;86,7;69,3;49,3;77,7;78,3;123,2;58,2;50,8;54,9;83,3;40,1
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2014;34;21,7;73,7;91,2;65;120,8;79,2;80,2;33,3;70,6;17,6;20,3
M0380;HUAMBALO;-78,53093333;-1,390722222;2880;2015;59,3;23,3;103,7;76,4;76,9;190,7;137,1;85,4;41,6;54,5;63,3;42
